Compound,Life_extended,CAS Number,SMILES,Canonical_SMILES
,0,,NCCCS(=O)(=O)O,NCCCS(=O)(=O)O
,0,,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C
,0,,NC(CCC(=O)NCS(=O)(=O)O)C(=O)O,NC(CCC(=O)NCS(=O)(=O)O)C(=O)O
,0,,NC(C[S+]([O-])O)C(=O)O,NC(C[S+]([O-])O)C(=O)O
,0,,NCC[S+]([O-])O,NCC[S+]([O-])O
,0,,CC12CCC3C(CC=C4CC(OS(=O)(=O)O)CCC43C)C1CCC2=O,CC12CCC3C(CC=C4CC(OS(=O)(=O)O)CCC43C)C1CCC2=O
,0,,COc1cc(C(O)CO)ccc1OS(=O)(=O)O,COc1cc(C(O)CO)ccc1OS(=O)(=O)O
,0,,NCCCNCCSP(=O)(O)O,NCCCNCCSP(=O)(O)O
,0,,CCN(CC)C(=S)SSC(=S)N(CC)CC,CCN(CC)C(=S)SSC(=S)N(CC)CC
,0,,CC(C)CC(N)CSSCC(N)CC(C)C,CC(C)CC(N)CSSCC(N)CC(C)C
,0,,CCN1C(=CC(C)=O)Sc2ccc(OC)cc21,CCN1C(=CC(C)=O)Sc2ccc(OC)cc21
,0,,N#CC(=Cc1ccc(O)c(O)c1)C(N)=S,N#CC(=Cc1ccc(O)c(O)c1)C(N)=S
,0,,CC(C)(C)c1cc(C=C(C#N)C(N)=S)cc(C(C)(C)C)c1O,CC(C)(C)c1cc(C=C(C#N)C(N)=S)cc(C(C)(C)C)c1O
,0,,NC(=S)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])O)C3O)C(O)C2O)c1,NC(=S)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])O)C3O)C(O)C2O)c1
,0,,NC(=S)NCCCC(N)C(=O)O,NC(=S)NCCCC(N)C(=O)O
,0,,Oc1ccc(Cn2cc[nH]c2=S)cc1,Oc1ccc(Cn2cc[nH]c2=S)cc1
,0,,O=c1c2ccccc2[nH]c(=S)n1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,O=c1c2ccccc2[nH]c(=S)n1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1
,0,,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O
,0,,CC1CCN=C(N)S1,CC1CCN=C(N)S1
,0,,COC1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,COC1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21
,0,,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CCC=CC3)C2SC1,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CCC=CC3)C2SC1
,0,,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1
,0,,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CCCC(N)C(=O)O)C2SC1,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CCCC(N)C(=O)O)C2SC1
,0,,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1
,0,,CCC1SC2(CCN(C)CC2)NC1=O,CCC1SC2(CCN(C)CC2)NC1=O
,0,,NC(=O)c1cc[n+](CC2=C(C(=O)O)N3C(=O)C(NC(=O)C(c4ccccc4)S(=O)(=O)[O-])C3SC2)cc1,NC(=O)c1cc[n+](CC2=C(C(=O)O)N3C(=O)C(NC(=O)C(c4ccccc4)S(=O)(=O)[O-])C3SC2)cc1
,0,,C=CC(C)=CC1(C)SC(=O)C(C)=C1O,C=CC(C)=CC1(C)SC(=O)C(C)=C1O
,0,,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1
,0,,CC(=O)Nc1nnc(S(N)(=O)=O)s1,CC(=O)Nc1nnc(S(N)(=O)=O)s1
,0,,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)Cn4cnnn4)C3SC2)s1,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)Cn4cnnn4)C3SC2)s1
,0,,CCCCOC(=O)NS(=O)(=O)c1sc(CC(C)C)cc1-c1ccc(Cn2c(CC)nc3c(C)cc(C)nc32)cc1,CCCCOC(=O)NS(=O)(=O)c1sc(CC(C)C)cc1-c1ccc(Cn2c(CC)nc3c(C)cc(C)nc32)cc1
,0,,CC1OC(C[N+](C)(C)C)CS1,CC1OC(C[N+](C)(C)C)CS1
,0,,COc1cccc(OC)c1OCCNCC1CSc2ccccc2O1,COc1cccc(OC)c1OCCNCC1CSc2ccccc2O1
,0,,Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1
,0,,CC[n+]1c(C=CC=C2N(C)c3ccccc3C2(C)C)sc2ccccc21,CC[n+]1c(C=CC=C2N(C)c3ccccc3C2(C)C)sc2ccccc21
,0,,CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
,0,,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1
,0,,Cc1sc2ccccc2c1CC1=NCCN1,Cc1sc2ccccc2c1CC1=NCCN1
,0,,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21
,0,,CN(C)CCCN1c2ccccc2Sc2ccccc21,CN(C)CCCN1c2ccccc2Sc2ccccc21
,0,,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
,0,,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1
,0,,COc1cccc2c1C1CN(CCCCn3c(=O)[nH]c4c(sc5ncc(-c6ccccc6)nc54)c3=O)CC1CO2,COc1cccc2c1C1CN(CCCCn3c(=O)[nH]c4c(sc5ncc(-c6ccccc6)nc54)c3=O)CC1CO2
,0,,CC#CCOC(=O)c1c(C)nc2sc3c(c2c1N)CCC(O)C3,CC#CCOC(=O)c1c(C)nc2sc3c(c2c1N)CCC(O)C3
,0,,Nc1nc2ccc(OC(F)(F)F)cc2s1,Nc1nc2ccc(OC(F)(F)F)cc2s1
,0,,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CSC12)c1csc(N)n1,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CSC12)c1csc(N)n1
,0,,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CSC12)c1csc(N)n1,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CSC12)c1csc(N)n1
,0,,Cc1scc2c1N(C(=O)CN1CCN(C)CC1)c1ccccc1NC2=O,Cc1scc2c1N(C(=O)CN1CCN(C)CC1)c1ccccc1NC2=O
,0,,COC(=O)Nc1nc2ccc(C(=O)c3cccs3)cc2[nH]1,COC(=O)Nc1nc2ccc(C(=O)c3cccs3)cc2[nH]1
,0,,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1
,0,,CN(C)CCN(Cc1cccs1)c1ccccn1,CN(C)CCN(Cc1cccs1)c1ccccn1
,0,,CC(N)Cc1c[nH]c2ccc(OCc3cccs3)cc12,CC(N)Cc1c[nH]c2ccc(OCc3cccs3)cc12
,0,,Cc1cccc(C)c1NC1=NCCCS1,Cc1cccc(C)c1NC1=NCCCS1
,0,,S=C(Nc1ccccc1)Nc1nccs1,S=C(Nc1ccccc1)Nc1nccs1
,0,,Cc1cc(NC(=O)Nc2ccc3c(ccn3C)c2)sn1,Cc1cc(NC(=O)Nc2ccc3c(ccn3C)c2)sn1
,0,,CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1,CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1
,0,,S=C(S)N1CCCC1,S=C(S)N1CCCC1
,0,,S=C(S)OC1CC2CC1C1CCCC21,S=C(S)OC1CC2CC1C1CCCC21
,0,,O=C(O)CNC(=O)C(CS)Cc1ccccc1,O=C(O)CNC(=O)C(CS)Cc1ccccc1
,0,,NCC=CC(=O)O,NCC=CC(=O)O
,0,,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1
,0,,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C1CCCCC1N1CCCC1,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C1CCCCC1N1CCCC1
,0,,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1
,0,,C[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,C[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12
,0,,CC(C)Cc1ccc(C(C)C(=O)O)cc1,CC(C)Cc1ccc(C(C)C(=O)O)cc1
,0,,CNCC(O)c1ccc(O)c(O)c1,CNCC(O)c1ccc(O)c(O)c1
,0,,CC(C)NCC(O)c1ccc(O)c(O)c1,CC(C)NCC(O)c1ccc(O)c(O)c1
,0,,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC
,0,,C[N+](C)(C)CCCCCC[N+](C)(C)C,C[N+](C)(C)CCCCCC[N+](C)(C)C
,0,,OCC1OC(S)C(O)C(O)C1O,OCC1OC(S)C(O)C(O)C1O
,0,,Brc1c(NC2=NCCN2)ccc2nccnc12,Brc1c(NC2=NCCN2)ccc2nccnc12
,0,,O=c1cc(-c2ccccc2)[nH]c2nc(Cl)ccc12,O=c1cc(-c2ccccc2)[nH]c2nc(Cl)ccc12
,0,,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21
,0,,CN1CCN(c2ccc3ccccc3n2)CC1,CN1CCN(c2ccc3ccccc3n2)CC1
,0,,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C
,0,,Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O,Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O
,0,,CC1Cc2cc3c(cc2C(c2ccc(N)cc2)=NN1)OCO3,CC1Cc2cc3c(cc2C(c2ccc(N)cc2)=NN1)OCO3
,0,,CN(C(=O)Cc1ccccc1)C1CCC2(CCCO2)CC1N1CCCC1,CN(C(=O)Cc1ccccc1)C1CCC2(CCCO2)CC1N1CCCC1
,0,,NC1CONC1=O,NC1CONC1=O
,0,,C=Cc1c(C)c2cc3[nH]c(cc4nc(cc5nc(cc1[nH]2)C(C)=C5CCC(=O)O)C(CCC(=O)O)=C4C)c(C)c3C=C,C=Cc1c(C)c2cc3[nH]c(cc4nc(cc5nc(cc1[nH]2)C(C)=C5CCC(=O)O)C(CCC(=O)O)=C4C)c(C)c3C=C
,0,,CS(=N)(=O)CCC(N)C(=O)O,CS(=N)(=O)CCC(N)C(=O)O
,0,,CCCCS(=N)(=O)CCC(N)C(=O)O,CCCCS(=N)(=O)CCC(N)C(=O)O
,0,,NS(=O)(=O)Cc1noc2ccccc12,NS(=O)(=O)Cc1noc2ccccc12
,0,,N=C1Sc2ccccc2C2=NCCCN12,N=C1Sc2ccccc2C2=NCCCN12
,0,,C#CCN(C)C(C)Cc1ccccc1,C#CCN(C)C(C)Cc1ccccc1
,0,,COc1cc2c3cc1Oc1c(OC)c(OC)cc4c1C(Cc1ccc(O)c(c1)Oc1ccc(cc1)CC3N(C)CC2)N(C)CC4,COc1cc2c3cc1Oc1c(OC)c(OC)cc4c1C(Cc1ccc(O)c(c1)Oc1ccc(cc1)CC3N(C)CC2)N(C)CC4
,0,,C=C1c2cccc(O)c2C(O)=C2C(=O)C3(O)C(O)=C(C(N)=O)C(=O)C(N(C)C)C3C(O)C12,C=C1c2cccc(O)c2C(O)=C2C(=O)C3(O)C(O)=C(C(N)=O)C(=O)C(N(C)C)C3C(O)C12
,0,,NC1CC1c1ccccc1,NC1CC1c1ccccc1
,0,,NCCc1cnc[nH]1,NCCc1cnc[nH]1
,0,,CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C
,0,,CC(CCCN(C)C)C1CCC2C3CCC4CCCCC4(C)C3CCC12C,CC(CCCN(C)C)C1CCC2C3CCC4CCCCC4(C)C3CCC12C
,0,,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
,0,,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)NCCO,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)NCCO
,0,,COc1ccc(OC)c2c1CCCC2=O,COc1ccc(OC)c2c1CCCC2=O
,0,,O=C1CCCc2ccc(O)cc21,O=C1CCCc2ccc(O)cc21
,0,,NC(Cc1ccccc1)C(=O)O,NC(Cc1ccccc1)C(=O)O
,0,,O=C(O)C=Cc1cnc[nH]1,O=C(O)C=Cc1cnc[nH]1
,0,,O=C(CO)CO,O=C(CO)CO
,0,,O=CC(O)CO,O=CC(O)CO
,0,,O=CC(O)C1OC(=O)C(O)C1O,O=CC(O)C1OC(=O)C(O)C1O
,0,,CCC(=O)O,CCC(=O)O
,0,,O=CC(O)C(O)C(O)C(O)CO,O=CC(O)C(O)C(O)C(O)CO
,0,,CO,CO
,0,,CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2C1C(=O)O,CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2C1C(=O)O
,0,,C=C(C)C1C2OC(=O)C1C1(O)CC3OC34C(=O)OC2C14C,C=C(C)C1C2OC(=O)C1C1(O)CC3OC34C(=O)OC2C14C
,0,,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO
,0,,O=C1CCC(=O)N1,O=C1CCC(=O)N1
,0,,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21
,0,,CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
,0,,NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O
,0,,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2
,0,,CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O
,0,,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO
,0,,NCCS,NCCS
,0,,C=CCN1CCc2c(cc(O)c(O)c2Cl)C(c2ccccc2)C1,C=CCN1CCc2c(cc(O)c(O)c2Cl)C(c2ccccc2)C1
,0,,Oc1cc2c(c(Cl)c1O)CCNCC2c1ccccc1,Oc1cc2c(c(Cl)c1O)CCNCC2c1ccccc1
,0,,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1
,0,,Cc1cccc(C2CN(C)CCc3c2cc(O)c(O)c3Cl)c1,Cc1cccc(C2CN(C)CCc3c2cc(O)c(O)c3Cl)c1
,0,,NC(CCl)C(=O)O,NC(CCl)C(=O)O
,0,,C=CCN1CCc2c(cc(O)c(O)c2Br)C(c2ccccc2)C1,C=CCN1CCc2c(cc(O)c(O)c2Br)C(c2ccccc2)C1
,0,,c1ccc(CN(Cc2ncc[nH]2)c2ccccc2)cc1,c1ccc(CN(Cc2ncc[nH]2)c2ccccc2)cc1
,0,,NCCNC(=O)c1ccc(Cl)cc1,NCCNC(=O)c1ccc(Cl)cc1
,0,,Clc1cccc(N2CCNCC2)c1,Clc1cccc(N2CCNCC2)c1
,0,,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12
,0,,Nc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,Nc1cc(Cl)c(NC2=NCCN2)c(Cl)c1
,0,,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCCCC1CN1CCCC1,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCCCC1CN1CCCC1
,0,,NC(N)=NC(N)=Nc1cccc(Cl)c1,NC(N)=NC(N)=Nc1cccc(Cl)c1
,0,,NCCNS(=O)(=O)c1cccc2c(Cl)cccc12,NCCNS(=O)(=O)c1cccc2c(Cl)cccc12
,0,,NCCCCCCNS(=O)(=O)c1cccc2c(Cl)cccc12,NCCCCCCNS(=O)(=O)c1cccc2c(Cl)cccc12
,0,,O=S(=O)(c1cccc2c(Cl)cccc12)N1CCCNCC1,O=S(=O)(c1cccc2c(Cl)cccc12)N1CCCNCC1
,0,,c1ccc(CN2CCC3(CCCc4ccccc43)CC2)cc1,c1ccc(CN2CCC3(CCCc4ccccc43)CC2)cc1
,0,,NCCCNCCCCNCCCN,NCCCNCCCCNCCCN
,0,,NCCC1CCCC(CCN)N1,NCCC1CCCC(CCN)N1
,0,,Ic1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1,Ic1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1
,0,,Clc1cc(I)cc(Cl)c1NC1=NCCN1,Clc1cc(I)cc(Cl)c1NC1=NCCN1
,0,,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
,0,,Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1
,0,,Fc1ccc(C(OCCCc2cnc[nH]2)c2ccc(F)cc2)cc1,Fc1ccc(C(OCCCc2cnc[nH]2)c2ccc(F)cc2)cc1
,0,,Fc1ccc(C(c2ccc(F)cc2)N2CCN(CC=Cc3ccccc3)CC2)cc1,Fc1ccc(C(c2ccc(F)cc2)N2CCN(CC=Cc3ccccc3)CC2)cc1
,0,,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1
,0,,O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1,O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1
,0,,Cl.NCC(O)c1cc(O)c(O)cc1F,Cl.NCC(O)c1cc(O)c(O)cc1F
,0,,Cl.NCCCC(N)(C(=O)O)C(F)F,Cl.NCCCC(N)(C(=O)O)C(F)F
,0,,Cl.O=C(OC1CCN(CCCl)CC1)C(c1ccccc1)c1ccccc1,Cl.O=C(OC1CCN(CCCl)CC1)C(c1ccccc1)c1ccccc1
,0,,O.O=P1(N(CCCl)CCCl)NCCCO1,O.O=P1(N(CCCl)CCCl)NCCCO1
,0,,Cl.NC1CCN(c2cccc(Cl)n2)CC1,Cl.NC1CCN(c2cccc(Cl)n2)CC1
,0,,Cl.NC(N)=NC(=O)c1nc(Cl)c(N)nc1N,Cl.NC(N)=NC(=O)c1nc(Cl)c(N)nc1N
,0,,Cl.NC(=NCc1ccccc1)NC(=O)c1nc(Cl)c(N)nc1N,Cl.NC(=NCc1ccccc1)NC(=O)c1nc(Cl)c(N)nc1N
,0,,Cl.Clc1cccc(Cl)c1NC1=NCCN1,Cl.Clc1cccc(Cl)c1NC1=NCCN1
,0,,Cl.Clc1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1,Cl.Clc1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1
,0,,Cl.Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1,Cl.Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1
,0,,Cl.Nc1ccc(-c2ccc3ccccc3n2)cc1,Cl.Nc1ccc(-c2ccc3ccccc3n2)cc1
,0,,Br.COC(=O)C1=CCCN(C)C1,Br.COC(=O)C1=CCCN(C)C1
,0,,Br.CN1C2CCC1CC(OC(=O)C(O)c1ccccc1)C2,Br.CN1C2CCC1CC(OC(=O)C(O)c1ccccc1)C2
,0,,Cl.NCC#Cc1ccccc1,Cl.NCC#Cc1ccccc1
,0,,Cl.Cl.N=C(N)c1ccc(N)cc1,Cl.Cl.N=C(N)c1ccc(N)cc1
,0,,Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2
,0,,Cl.NN=C(N)N,Cl.NN=C(N)N
,0,,Cl.N=C(N)c1ccccc1,Cl.N=C(N)c1ccccc1
,0,,Cl.Cl.Cn1cnc(CCN)c1,Cl.Cl.Cn1cnc(CCN)c1
,0,,Cl.c1ccc2c(CC3=NCCN3)cccc2c1,Cl.c1ccc2c(CC3=NCCN3)cccc2c1
,0,,Cl.c1ccc2c(c1)CCCC2C1=NCCN1,Cl.c1ccc2c(c1)CCCC2C1=NCCN1
,0,,O=C(O)CCC(=O)O.c1ccc(C2(c3ccccc3)CC2C2=NCCN2)cc1,O=C(O)CCC(=O)O.c1ccc(C2(c3ccccc3)CC2C2=NCCN2)cc1
,0,,Cl.c1ccc2c(N3CCNCC3)cccc2c1,Cl.c1ccc2c(N3CCNCC3)cccc2c1
,0,,O.c1cnc2c(c1)ccc1cccnc12,O.c1cnc2c(c1)ccc1cccnc12
,0,,Cl.c1ccc2nc(C3=NCCN3)ccc2c1,Cl.c1ccc2nc(C3=NCCN3)ccc2c1
,0,,Cl.NCC(O)C1CCCCCCC1,Cl.NCC(O)C1CCCCCCC1
,0,,Cl.O=C(O)C1=CCCN(CCON=C(c2ccccc2)c2ccccc2)C1,Cl.O=C(O)C1=CCCN(CCON=C(c2ccccc2)c2ccccc2)C1
,0,,Cl.NOCC(=O)O.NOCC(=O)O,Cl.NOCC(=O)O.NOCC(=O)O
,0,,Cl.c1ccc(C2CC2)c(OCC2=NCCN2)c1,Cl.c1ccc(C2CC2)c(OCC2=NCCN2)c1
,0,,Br.COc1ccccc1N1CCN(CCCCN2C(=O)c3ccccc3C2=O)CC1,Br.COc1ccccc1N1CCN(CCCCN2C(=O)c3ccccc3C2=O)CC1
,0,,Br.COc1ccc(-c2ccc(=N)n(CCCC(=O)O)n2)cc1,Br.COc1ccc(-c2ccc(=N)n(CCCC(=O)O)n2)cc1
,0,,Br.COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3.O,Br.COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3.O
,0,,Cl.Cl.c1ccc(CCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,Cl.Cl.c1ccc(CCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1
,0,,Br.C#CCOC(=O)C1=CCCN(C)C1,Br.C#CCOC(=O)C1=CCCN(C)C1
,0,,Br.CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,Br.CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12
,0,,CC1CCCC=CC2CC(O)CC2(O)CC=CC(=O)O1,CC1CCCC=CC2CC(O)CC2(O)CC=CC(=O)O1
,0,,Cl.NCC1OC(C23CC4CC(CC(C4)C2)C3)Cc2c1ccc(O)c2O,Cl.NCC1OC(C23CC4CC(CC(C4)C2)C3)Cc2c1ccc(O)c2O
,0,,Cl.O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,Cl.O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1
,0,,O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O.O=C1CCCN1CC#CCN1CCCC1.O=C1CCCN1CC#CCN1CCCC1,O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O.O=C1CCCN1CC#CCN1CCCC1.O=C1CCCN1CC#CCN1CCCC1
,0,,Cl.NNC(N)=O,Cl.NNC(N)=O
,0,,Cl.Cn1ccc2cc3c(cc21)CCN3C(=O)Nc1cccnc1,Cl.Cn1ccc2cc3c(cc21)CCN3C(=O)Nc1cccnc1
,0,,Cl.Cn1ccc2cc(NC(=O)Nc3cccnc3)ccc21,Cl.Cn1ccc2cc(NC(=O)Nc3cccnc3)ccc21
,0,,Cl.Oc1ccc2c3c1OC1C(O)CCC4(O)C(C2)N(CC2CCC2)CCC314,Cl.Oc1ccc2c3c1OC1C(O)CCC4(O)C(C2)N(CC2CCC2)CCC314
,0,,Cl.N=c1ccn2c(n1)OC1C(O)C(CO)OC12,Cl.N=c1ccn2c(n1)OC1C(O)C(CO)OC12
,0,,Cl.O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,Cl.O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5
,0,,Cl.Oc1ccc2c3c1OC1c4[nH]c5ccccc5c4CC4(O)C(C2)N(CC2CC2)CCC314,Cl.Oc1ccc2c3c1OC1c4[nH]c5ccccc5c4CC4(O)C(C2)N(CC2CC2)CCC314
,0,,Br.NCc1cc(=O)[nH]o1,Br.NCc1cc(=O)[nH]o1
,0,,Cl.O=c1[nH]oc2c1CCNC2,Cl.O=c1[nH]oc2c1CCNC2
